client_id,client_tenure_in_years,client_age,gender,number_of_accounts,balance,calls_per_year,logons_per_year,experiment_group,dummy,tenure_group,age_group,balance_group
5067978,8,45.5,U,2,33363.32,2,8,Test,1,0-10 years,41-60 years,0 - 200k
5404035,6,34.5,U,2,86846.07,0,6,Test,1,0-10 years,21-40 years,0 - 200k
1939391,25,85.5,M,2,57048.11,4,10,Control,1,20-30 years,80+ years,0 - 200k
3123494,4,58.0,U,2,44867.8,0,6,Test,1,0-10 years,41-60 years,0 - 200k
5356143,13,37.0,F,2,71208.58,10,16,Test,1,10-20 years,21-40 years,0 - 200k
8643860,9,68.0,F,2,41068.009999999995,10,16,Test,1,0-10 years,61-80 years,0 - 200k
9825808,7,46.0,U,2,62527.53,0,6,Test,1,0-10 years,41-60 years,0 - 200k
1871644,4,19.5,U,4,39242.83,10,16,Control,1,0-10 years,0-20 years,0 - 200k
8536810,8,45.5,U,3,87454.43,12,18,Test,1,0-10 years,41-60 years,0 - 200k
263861,4,39.5,U,2,56254.07,2,8,Test,1,0-10 years,21-40 years,0 - 200k
6274735,6,23.5,U,2,35336.32,0,6,Test,1,0-10 years,21-40 years,0 - 200k
7116465,6,61.0,U,2,41865.7,4,10,Control,1,0-10 years,61-80 years,0 - 200k
8605485,16,30.0,F,2,75621.6,2,8,Test,1,10-20 years,21-40 years,0 - 200k
6896722,5,29.5,U,2,46345.58,2,8,Control,1,0-10 years,21-40 years,0 - 200k
2017693,15,46.5,M,2,26636.26,4,12,Test,1,10-20 years,41-60 years,0 - 200k
2464747,13,45.5,F,2,46664.649999999994,2,8,Test,1,10-20 years,41-60 years,0 - 200k
1427729,6,23.5,U,2,31983.49,0,6,Control,1,0-10 years,21-40 years,0 - 200k
6939220,16,69.5,M,2,418535.1,6,12,Control,1,10-20 years,61-80 years,"400,001 - 600k"
5998250,25,60.5,F,2,96823.49,10,16,Test,1,20-30 years,61-80 years,0 - 200k
9416653,13,56.5,F,2,67608.91,4,10,Control,1,10-20 years,41-60 years,0 - 200k
4952370,5,54.0,U,3,1092265.09,12,18,Control,1,0-10 years,41-60 years,"800,001+"
2642278,12,64.5,M,2,85108.92,12,18,Test,1,10-20 years,61-80 years,0 - 200k
117916,6,28.5,U,3,180578.01,12,18,Test,1,0-10 years,21-40 years,0 - 200k
2649386,22,29.5,F,2,25428.96,0,6,Test,1,20-30 years,21-40 years,0 - 200k
5096138,12,44.5,F,2,113148.47,8,14,Control,1,10-20 years,41-60 years,0 - 200k
4353072,5,62.0,U,2,54309.56,12,18,Control,1,0-10 years,61-80 years,0 - 200k
8011795,6,40.5,U,2,40469.23,4,10,Control,1,0-10 years,41-60 years,0 - 200k
3525015,24,61.0,M,3,373492.42,12,18,Control,1,20-30 years,61-80 years,"200,001 - 400k"
993253,23,54.5,F,3,97084.09,10,16,Test,1,20-30 years,41-60 years,0 - 200k
4409810,21,78.0,M,2,124356.12,12,18,Control,1,20-30 years,61-80 years,0 - 200k
2660545,19,67.0,F,2,115713.99,12,18,Control,1,10-20 years,61-80 years,0 - 200k
5642056,6,35.0,U,2,35142.759999999995,0,6,Test,1,0-10 years,21-40 years,0 - 200k
4784493,9,59.0,F,2,80831.63,8,14,Test,1,0-10 years,41-60 years,0 - 200k
8934419,8,61.5,M,2,50547.59,0,6,Test,1,0-10 years,61-80 years,0 - 200k
7089774,11,59.5,F,2,37125.95,2,8,Test,1,10-20 years,41-60 years,0 - 200k
5874365,12,45.5,M,3,52907.56,6,12,Test,1,10-20 years,41-60 years,0 - 200k
5514240,5,28.5,U,2,49570.02,12,18,Test,1,0-10 years,21-40 years,0 - 200k
6559795,29,62.0,M,2,159290.06,0,8,Control,1,20-30 years,61-80 years,0 - 200k
1394498,12,46.5,F,2,106894.16,2,8,Test,1,10-20 years,41-60 years,0 - 200k
8541153,27,30.5,F,3,104297.99,8,14,Control,1,20-30 years,21-40 years,0 - 200k
126309,5,43.0,U,5,300826.63,10,16,Control,1,0-10 years,41-60 years,"200,001 - 400k"
7361200,5,26.5,U,2,28174.76,4,10,Control,1,0-10 years,21-40 years,0 - 200k
8988300,5,23.5,U,2,60541.55,2,8,Control,1,0-10 years,21-40 years,0 - 200k
739485,5,43.5,U,2,49485.41,10,16,Control,1,0-10 years,41-60 years,0 - 200k
853948,9,59.5,F,2,54756.61,0,6,Test,1,0-10 years,41-60 years,0 - 200k
9274602,15,52.5,M,2,57624.06,2,8,Test,1,10-20 years,41-60 years,0 - 200k
9877819,9,39.5,M,2,111969.62,0,6,Control,1,0-10 years,21-40 years,0 - 200k
8768179,4,38.5,U,2,285713.16,4,10,Control,1,0-10 years,21-40 years,"200,001 - 400k"
1258356,5,64.5,M,2,405589.58,10,16,Test,1,0-10 years,61-80 years,"400,001 - 600k"
5387333,9,55.0,F,2,69640.5,10,16,Control,1,0-10 years,41-60 years,0 - 200k
8471697,5,59.5,U,2,54963.399999999994,8,14,Control,1,0-10 years,41-60 years,0 - 200k
7761531,8,24.5,U,2,54297.09,4,10,Test,1,0-10 years,21-40 years,0 - 200k
8809355,6,59.0,U,2,39410.99,4,10,Control,1,0-10 years,41-60 years,0 - 200k
6625783,9,68.0,M,2,71944.98,2,8,Control,1,0-10 years,61-80 years,0 - 200k
4298865,7,24.0,F,2,45557.71,8,14,Control,1,0-10 years,21-40 years,0 - 200k
8825788,28,81.5,U,3,3718908.15,12,18,Control,1,20-30 years,80+ years,"800,001+"
4422462,6,37.0,U,2,86646.06,12,18,Test,1,0-10 years,21-40 years,0 - 200k
1704336,4,49.5,U,3,52995.86,6,12,Control,1,0-10 years,41-60 years,0 - 200k
3889245,5,64.5,U,2,332924.63,4,10,Test,1,0-10 years,61-80 years,"200,001 - 400k"
1416662,10,38.0,F,2,68948.6,4,10,Test,1,10-20 years,21-40 years,0 - 200k
9033895,28,73.0,F,4,226009.08,2,8,Test,1,20-30 years,61-80 years,"200,001 - 400k"
111304,8,33.5,U,2,99011.94,0,6,Control,1,0-10 years,21-40 years,0 - 200k
8324479,14,29.0,M,2,112009.97,8,14,Control,1,10-20 years,21-40 years,0 - 200k
236486,4,18.5,U,2,28235.78,0,8,Control,1,0-10 years,0-20 years,0 - 200k
7054527,16,47.0,F,2,32342.44,10,16,Control,1,10-20 years,41-60 years,0 - 200k
521003,14,64.0,F,2,186020.33,12,18,Control,1,10-20 years,61-80 years,0 - 200k
6154532,9,54.5,M,2,80398.66,2,8,Control,1,0-10 years,41-60 years,0 - 200k
9160960,5,31.0,U,2,37699.91,12,18,Control,1,0-10 years,21-40 years,0 - 200k
3285638,12,27.5,F,2,77938.53,2,8,Test,1,10-20 years,21-40 years,0 - 200k
9996137,4,41.0,U,2,42069.08,12,18,Control,1,0-10 years,41-60 years,0 - 200k
5768114,23,54.5,M,2,97058.77,6,12,Test,1,20-30 years,41-60 years,0 - 200k
3637573,21,28.5,F,2,29931.21,0,6,Control,1,20-30 years,21-40 years,0 - 200k
3212406,21,53.0,M,3,162875.27000000002,12,18,Control,1,20-30 years,41-60 years,0 - 200k
4626515,19,64.5,F,2,32352.049999999996,6,12,Test,1,10-20 years,61-80 years,0 - 200k
5763299,18,50.0,U,2,43674.92,6,12,Control,1,10-20 years,41-60 years,0 - 200k
1537156,17,54.0,M,2,239371.73,6,12,Control,1,10-20 years,41-60 years,"200,001 - 400k"
7276456,8,30.0,U,2,85705.37,0,6,Control,1,0-10 years,21-40 years,0 - 200k
2175935,5,51.5,U,2,51191.08,12,18,Test,1,0-10 years,41-60 years,0 - 200k
6620751,6,32.0,M,2,64783.68,4,10,Control,1,0-10 years,21-40 years,0 - 200k
7354506,16,44.5,F,2,65115.68,4,10,Test,1,10-20 years,41-60 years,0 - 200k
1754059,4,51.5,U,2,82368.98,4,10,Test,1,0-10 years,41-60 years,0 - 200k
3017194,11,35.5,M,2,33768.75,4,10,Test,1,10-20 years,21-40 years,0 - 200k
2947592,18,38.0,M,2,58488.46,4,10,Test,1,10-20 years,21-40 years,0 - 200k
8156741,13,53.0,F,2,30726.659999999996,2,8,Control,1,10-20 years,41-60 years,0 - 200k
8081340,5,27.0,U,3,63937.46,6,14,Test,1,0-10 years,21-40 years,0 - 200k
6993327,13,55.0,M,2,106342.15,6,12,Test,1,10-20 years,41-60 years,0 - 200k
2053795,15,56.5,M,2,60783.13,6,12,Control,1,10-20 years,41-60 years,0 - 200k
9896436,7,25.5,U,2,50157.41,12,18,Test,1,0-10 years,21-40 years,0 - 200k
3424954,6,76.0,U,2,67027.01999999999,10,16,Control,1,0-10 years,61-80 years,0 - 200k
6843728,14,32.0,F,3,171406.83000000002,12,18,Test,1,10-20 years,21-40 years,0 - 200k
6275436,28,75.5,M,3,1727163.0,8,14,Test,1,20-30 years,61-80 years,"800,001+"
8003265,10,29.5,M,2,62112.9,6,12,Control,1,10-20 years,21-40 years,0 - 200k
2629856,6,29.5,U,2,30333.58,2,8,Control,1,0-10 years,21-40 years,0 - 200k
2630172,35,66.5,F,2,615969.11,0,6,Test,1,30-40 years,61-80 years,"600,001 - 800k"
6268446,13,32.5,F,2,81881.08,6,12,Test,1,10-20 years,21-40 years,0 - 200k
5291697,16,64.5,F,2,54493.869999999995,4,10,Test,1,10-20 years,61-80 years,0 - 200k
9242117,15,69.5,F,3,234720.2,8,14,Test,1,10-20 years,61-80 years,"200,001 - 400k"
1911048,3,28.5,U,2,24626.089999999997,0,6,Test,1,0-10 years,21-40 years,0 - 200k
8081742,15,57.5,F,2,115822.22,12,18,Control,1,10-20 years,41-60 years,0 - 200k
2173661,11,26.5,M,2,50468.259999999995,4,10,Test,1,10-20 years,21-40 years,0 - 200k
8357465,13,49.5,M,2,77396.18,6,12,Control,1,10-20 years,41-60 years,0 - 200k
7447604,4,59.0,U,2,28300.94,8,14,Test,1,0-10 years,41-60 years,0 - 200k
2247829,16,66.5,M,2,1253460.02,6,12,Test,1,10-20 years,61-80 years,"800,001+"
2619274,10,45.0,M,2,43195.45,0,6,Control,1,10-20 years,41-60 years,0 - 200k
6584442,16,56.0,M,2,34077.09,0,6,Control,1,10-20 years,41-60 years,0 - 200k
9424438,16,46.0,F,2,56626.78,0,6,Control,1,10-20 years,41-60 years,0 - 200k
5905223,8,49.5,M,2,286161.17,0,6,Test,1,0-10 years,41-60 years,"200,001 - 400k"
2529590,5,65.0,M,2,73800.34,12,18,Control,1,0-10 years,61-80 years,0 - 200k
6800204,5,22.5,U,3,134488.47999999998,12,18,Control,1,0-10 years,21-40 years,0 - 200k
3346525,5,48.5,M,2,159956.88,12,18,Test,1,0-10 years,41-60 years,0 - 200k
2359034,7,20.0,U,2,27455.03,0,8,Control,1,0-10 years,21-40 years,0 - 200k
4044894,32,52.5,M,3,312861.02999999997,10,18,Test,1,30-40 years,41-60 years,"200,001 - 400k"
4265827,16,50.0,F,2,24887.98,0,6,Test,1,10-20 years,41-60 years,0 - 200k
7884458,6,32.5,U,2,31016.58,2,8,Test,1,0-10 years,21-40 years,0 - 200k
6513478,13,52.5,F,2,50438.11,2,8,Control,1,10-20 years,41-60 years,0 - 200k
3973582,10,32.5,M,2,354649.04,6,12,Test,1,10-20 years,21-40 years,"200,001 - 400k"
3009615,8,38.0,U,2,33410.2,6,12,Control,1,0-10 years,21-40 years,0 - 200k
2244649,12,63.5,M,5,1808419.2,12,18,Control,1,10-20 years,61-80 years,"800,001+"
3365922,6,28.5,U,2,65047.57,10,16,Control,1,0-10 years,21-40 years,0 - 200k
8206815,15,55.0,M,2,73258.26,12,18,Test,1,10-20 years,41-60 years,0 - 200k
8927696,8,30.0,M,3,134017.52000000002,12,18,Control,1,0-10 years,21-40 years,0 - 200k
8943821,23,59.5,F,2,57106.1,2,8,Test,1,20-30 years,41-60 years,0 - 200k
5349080,22,43.5,M,3,171413.07,10,16,Test,1,20-30 years,41-60 years,0 - 200k
2125871,21,46.5,F,2,108219.53,6,12,Test,1,20-30 years,41-60 years,0 - 200k
5187922,21,60.0,F,2,264335.09,4,10,Test,1,20-30 years,61-80 years,"200,001 - 400k"
1384594,29,58.5,M,2,26880.67,0,6,Control,1,20-30 years,41-60 years,0 - 200k
7609789,20,72.0,F,2,49064.42,2,8,Control,1,20-30 years,61-80 years,0 - 200k
887605,17,68.5,F,2,57705.81,4,10,Test,1,10-20 years,61-80 years,0 - 200k
5230313,16,54.5,F,2,640375.05,4,10,Control,1,10-20 years,41-60 years,"600,001 - 800k"
910263,15,31.5,M,2,28670.94,12,18,Test,1,10-20 years,21-40 years,0 - 200k
8767889,6,30.0,U,2,44696.59,8,16,Test,1,0-10 years,21-40 years,0 - 200k
3480162,12,39.0,M,2,84258.7,8,14,Control,1,10-20 years,21-40 years,0 - 200k
6551678,5,38.5,M,3,72875.34,12,18,Control,1,0-10 years,21-40 years,0 - 200k
5704916,11,37.0,F,2,81721.7,8,14,Control,1,10-20 years,21-40 years,0 - 200k
2130810,4,53.0,M,2,28773.33,0,6,Test,1,0-10 years,41-60 years,0 - 200k
3080903,9,71.5,M,3,1286921.11,12,18,Test,1,0-10 years,61-80 years,"800,001+"
3480918,4,27.0,U,2,50714.899999999994,2,8,Test,1,0-10 years,21-40 years,0 - 200k
6224776,11,46.0,M,3,59719.9,4,10,Control,1,10-20 years,41-60 years,0 - 200k
8312687,14,37.0,U,3,90056.81999999999,0,6,Control,1,10-20 years,21-40 years,0 - 200k
1583783,6,47.5,U,2,32766.22,12,18,Test,1,0-10 years,41-60 years,0 - 200k
9651925,15,62.5,M,2,1044879.91,12,18,Test,1,10-20 years,61-80 years,"800,001+"
4339321,12,37.0,M,2,60896.89,6,12,Control,1,10-20 years,21-40 years,0 - 200k
4353254,5,37.5,U,2,170490.55,0,6,Test,1,0-10 years,21-40 years,0 - 200k
4263918,12,55.5,M,4,340885.49,10,16,Test,1,10-20 years,41-60 years,"200,001 - 400k"
8344580,4,29.5,U,2,26396.14,0,6,Control,1,0-10 years,21-40 years,0 - 200k
2667527,9,55.5,F,2,687289.3400000001,12,18,Test,1,0-10 years,41-60 years,"600,001 - 800k"
5026920,5,30.0,M,2,34464.39,2,8,Test,1,0-10 years,21-40 years,0 - 200k
4449226,5,26.0,U,2,26497.42,8,14,Control,1,0-10 years,21-40 years,0 - 200k
3517942,26,77.0,F,2,403907.35,2,8,Control,1,20-30 years,61-80 years,"400,001 - 600k"
9302667,24,31.0,F,3,375660.81,2,8,Test,1,20-30 years,21-40 years,"200,001 - 400k"
9043889,11,57.5,F,2,27992.859999999997,2,8,Control,1,10-20 years,41-60 years,0 - 200k
9309624,9,28.5,F,3,66223.79000000001,8,14,Test,1,0-10 years,21-40 years,0 - 200k
3781628,17,54.0,F,2,486276.56,12,18,Control,1,10-20 years,41-60 years,"400,001 - 600k"
2311252,8,56.5,F,6,305365.16,10,16,Control,1,0-10 years,41-60 years,"200,001 - 400k"
2835071,16,36.5,F,2,48163.44,12,18,Test,1,10-20 years,21-40 years,0 - 200k
6832185,6,66.5,U,2,73201.20999999999,2,8,Test,1,0-10 years,61-80 years,0 - 200k
5134864,6,31.0,U,2,39660.0,2,8,Control,1,0-10 years,21-40 years,0 - 200k
8617048,14,40.5,F,2,64052.13,2,8,Test,1,10-20 years,41-60 years,0 - 200k
4992703,27,71.5,M,2,290653.3,2,8,Control,1,20-30 years,61-80 years,"200,001 - 400k"
834893,14,29.5,M,2,54189.47,0,6,Test,1,10-20 years,21-40 years,0 - 200k
4920387,4,33.5,M,2,60753.759999999995,4,10,Test,1,0-10 years,21-40 years,0 - 200k
9611289,7,36.0,U,2,82732.18,8,14,Test,1,0-10 years,21-40 years,0 - 200k
4084575,13,52.5,F,2,27205.17,0,6,Control,1,10-20 years,41-60 years,0 - 200k
9573327,6,60.5,M,2,46626.61,4,10,Control,1,0-10 years,61-80 years,0 - 200k
2336104,5,38.5,F,2,39550.56,12,18,Control,1,0-10 years,21-40 years,0 - 200k
9411537,15,48.5,M,2,45630.13,10,16,Test,1,10-20 years,41-60 years,0 - 200k
4354856,14,58.0,F,2,55083.16,6,12,Test,1,10-20 years,41-60 years,0 - 200k
6048258,5,19.0,U,3,29504.089999999997,0,6,Control,1,0-10 years,0-20 years,0 - 200k
7236664,4,29.5,U,2,26808.43,2,8,Test,1,0-10 years,21-40 years,0 - 200k
7834155,8,62.5,M,2,23807.25,2,8,Test,1,0-10 years,61-80 years,0 - 200k
8503257,12,55.5,F,2,64114.71,0,6,Test,1,10-20 years,41-60 years,0 - 200k
9065175,9,67.5,F,2,671919.4400000001,0,6,Test,1,0-10 years,61-80 years,"600,001 - 800k"
805960,12,62.0,M,2,42997.08,2,8,Test,1,10-20 years,61-80 years,0 - 200k
2672504,20,59.0,F,2,155793.63,12,18,Control,1,20-30 years,41-60 years,0 - 200k
5768962,20,73.5,M,2,45442.8,2,8,Test,1,20-30 years,61-80 years,0 - 200k
2395006,23,69.5,F,2,184080.88,8,14,Control,1,20-30 years,61-80 years,0 - 200k
1762003,22,70.0,M,2,92316.27,10,16,Test,1,20-30 years,61-80 years,0 - 200k
9811932,19,67.5,F,3,297118.88,12,18,Test,1,10-20 years,61-80 years,"200,001 - 400k"
6290033,19,49.0,F,3,363225.61,12,18,Test,1,10-20 years,41-60 years,"200,001 - 400k"
687567,18,52.5,M,2,502997.25,12,18,Control,1,10-20 years,41-60 years,"400,001 - 600k"
2805420,5,27.5,U,2,32608.229999999996,2,8,Test,1,0-10 years,21-40 years,0 - 200k
511922,7,25.0,U,2,82428.03,8,14,Test,1,0-10 years,21-40 years,0 - 200k
6591984,15,47.0,F,2,39645.88,2,8,Control,1,10-20 years,41-60 years,0 - 200k
7902756,13,43.5,F,2,40630.009999999995,0,6,Test,1,10-20 years,41-60 years,0 - 200k
220594,7,50.5,U,3,318440.76999999996,12,18,Test,1,0-10 years,41-60 years,"200,001 - 400k"
1081847,5,66.5,U,2,27307.37,6,12,Control,1,0-10 years,61-80 years,0 - 200k
4832252,5,33.5,U,2,25022.78,8,14,Test,1,0-10 years,21-40 years,0 - 200k
1149706,7,36.0,U,2,28220.4,4,10,Test,1,0-10 years,21-40 years,0 - 200k
8983259,14,33.0,F,2,43258.09,10,16,Control,1,10-20 years,21-40 years,0 - 200k
3522825,10,37.0,M,2,98414.34,4,10,Control,1,10-20 years,21-40 years,0 - 200k
9153284,4,53.0,F,2,270847.59,4,10,Test,1,0-10 years,41-60 years,"200,001 - 400k"
3855683,15,70.5,M,2,475166.24,0,6,Control,1,10-20 years,61-80 years,"400,001 - 600k"
5551641,7,29.0,U,3,33565.74,8,14,Test,1,0-10 years,21-40 years,0 - 200k
3074366,7,23.0,U,2,32199.409999999996,0,6,Test,1,0-10 years,21-40 years,0 - 200k
8959530,5,23.5,U,4,62517.95,4,10,Test,1,0-10 years,21-40 years,0 - 200k
8279363,4,27.5,U,2,97247.41,10,16,Control,1,0-10 years,21-40 years,0 - 200k
5546299,14,41.0,F,2,30981.57,0,6,Test,1,10-20 years,41-60 years,0 - 200k
3534032,14,59.0,M,2,73247.73999999999,8,14,Test,1,10-20 years,41-60 years,0 - 200k
6194852,14,62.0,M,2,269183.85,12,18,Test,1,10-20 years,61-80 years,"200,001 - 400k"
3470710,8,46.0,F,2,45133.57,4,10,Control,1,0-10 years,41-60 years,0 - 200k
6443609,12,43.0,M,2,218899.21,2,8,Test,1,10-20 years,41-60 years,"200,001 - 400k"
6863758,10,69.5,F,2,289641.12,0,8,Test,1,10-20 years,61-80 years,"200,001 - 400k"
7723845,5,29.5,M,2,36134.99,2,8,Test,1,0-10 years,21-40 years,0 - 200k
6475707,15,51.5,M,3,310972.97,6,12,Test,1,10-20 years,41-60 years,"200,001 - 400k"
2959374,9,31.0,M,2,89291.14,2,8,Test,1,0-10 years,21-40 years,0 - 200k
8763540,5,27.5,U,2,30805.57,12,18,Test,1,0-10 years,21-40 years,0 - 200k
9884451,4,59.5,U,2,45475.33,12,18,Test,1,0-10 years,41-60 years,0 - 200k
325933,9,29.5,F,2,46865.33,2,8,Test,1,0-10 years,21-40 years,0 - 200k
5432300,9,34.0,F,2,82161.11,0,6,Control,1,0-10 years,21-40 years,0 - 200k
5226917,6,22.5,U,3,49145.509999999995,12,18,Test,1,0-10 years,21-40 years,0 - 200k
3290446,6,57.5,U,2,175702.37,12,18,Control,1,0-10 years,41-60 years,0 - 200k
5432916,5,25.0,F,2,28591.039999999997,4,10,Test,1,0-10 years,21-40 years,0 - 200k
1248963,29,81.0,F,2,48701.72,2,8,Test,1,20-30 years,80+ years,0 - 200k
4338941,9,54.0,M,3,567154.92,12,18,Control,1,0-10 years,41-60 years,"400,001 - 600k"
5785039,26,63.0,F,3,111702.47,8,14,Test,1,20-30 years,61-80 years,0 - 200k
9670293,9,65.5,M,3,562357.55,8,14,Control,1,0-10 years,61-80 years,"400,001 - 600k"
2819141,14,29.0,M,2,38791.06,4,12,Control,1,10-20 years,21-40 years,0 - 200k
6637097,5,22.5,F,2,37416.28,0,6,Test,1,0-10 years,21-40 years,0 - 200k
2682989,6,66.0,U,2,39630.71,6,12,Test,1,0-10 years,61-80 years,0 - 200k
1358693,7,27.0,U,2,46365.82,0,6,Test,1,0-10 years,21-40 years,0 - 200k
6767201,12,38.5,F,3,29221.68,4,10,Test,1,10-20 years,21-40 years,0 - 200k
671207,6,75.0,U,2,78619.73999999999,2,8,Control,1,0-10 years,61-80 years,0 - 200k
6421589,6,20.5,U,3,56789.7,0,6,Control,1,0-10 years,21-40 years,0 - 200k
8201398,5,23.0,U,2,34145.33,2,8,Control,1,0-10 years,21-40 years,0 - 200k
4957548,11,40.0,F,3,50828.759999999995,6,12,Test,1,10-20 years,41-60 years,0 - 200k
9164248,5,33.0,U,2,89565.09,8,14,Test,1,0-10 years,21-40 years,0 - 200k
8278468,9,61.5,M,2,72966.08,6,12,Test,1,0-10 years,61-80 years,0 - 200k
7655628,9,36.0,F,2,37871.95,4,10,Control,1,0-10 years,21-40 years,0 - 200k
4808189,7,62.5,U,2,51632.98,12,18,Test,1,0-10 years,61-80 years,0 - 200k
195714,22,59.5,F,2,44251.91,2,8,Control,1,20-30 years,41-60 years,0 - 200k
4793150,22,62.5,F,2,24909.179999999997,2,8,Control,1,20-30 years,61-80 years,0 - 200k
1669713,21,42.5,M,2,58750.54,12,18,Test,1,20-30 years,41-60 years,0 - 200k
1085528,21,22.5,F,2,53619.78999999999,4,10,Test,1,20-30 years,21-40 years,0 - 200k
6206135,20,28.0,F,2,36685.18,6,12,Control,1,20-30 years,21-40 years,0 - 200k
6005042,21,49.5,M,4,285260.94,12,18,Control,1,20-30 years,41-60 years,"200,001 - 400k"
6280776,21,55.5,M,3,82623.4,4,10,Test,1,20-30 years,41-60 years,0 - 200k
3659476,18,69.5,F,2,95548.53,6,12,Test,1,10-20 years,61-80 years,0 - 200k
2398801,5,26.5,F,2,36825.97,2,8,Control,1,0-10 years,21-40 years,0 - 200k
9403200,13,74.0,M,3,626683.25,12,18,Control,1,10-20 years,61-80 years,"600,001 - 800k"
269660,5,36.5,U,2,26401.109999999997,0,6,Test,1,0-10 years,21-40 years,0 - 200k
7606728,12,32.0,M,2,71140.07,10,16,Control,1,10-20 years,21-40 years,0 - 200k
3809150,30,65.5,M,2,211259.82,0,6,Control,1,30-40 years,61-80 years,"200,001 - 400k"
2429572,4,23.0,U,2,38065.27,6,12,Control,1,0-10 years,21-40 years,0 - 200k
293841,6,68.5,U,2,99575.41,6,12,Control,1,0-10 years,61-80 years,0 - 200k
2196302,16,69.5,M,2,36321.91,4,10,Test,1,10-20 years,61-80 years,0 - 200k
7529949,8,31.5,U,3,257065.96999999997,4,10,Test,1,0-10 years,21-40 years,"200,001 - 400k"
6482951,16,22.5,F,2,55308.649999999994,12,18,Control,1,10-20 years,21-40 years,0 - 200k
7365367,12,42.0,M,2,583627.39,12,18,Test,1,10-20 years,41-60 years,"400,001 - 600k"
8473085,25,67.5,M,3,288254.07,12,18,Control,1,20-30 years,61-80 years,"200,001 - 400k"
3818006,9,24.5,F,2,55455.11,12,18,Control,1,0-10 years,21-40 years,0 - 200k
8075801,6,29.0,U,2,50054.34,0,6,Test,1,0-10 years,21-40 years,0 - 200k
6303834,5,67.0,U,4,546185.8200000001,12,18,Control,1,0-10 years,61-80 years,"400,001 - 600k"
5090952,16,63.0,F,4,433543.83,8,16,Test,1,10-20 years,61-80 years,"400,001 - 600k"
2402695,7,55.5,U,2,132654.97999999998,6,12,Test,1,0-10 years,41-60 years,0 - 200k
1321246,9,70.5,M,2,253837.6,12,18,Control,1,0-10 years,61-80 years,"200,001 - 400k"
9059219,14,54.0,F,2,182758.35,8,14,Test,1,10-20 years,41-60 years,0 - 200k
6781849,15,31.5,F,2,101822.98,8,14,Control,1,10-20 years,21-40 years,0 - 200k
9428892,7,32.0,U,3,23826.449999999997,0,6,Test,1,0-10 years,21-40 years,0 - 200k
8433852,4,53.5,M,2,42027.259999999995,12,18,Control,1,0-10 years,41-60 years,0 - 200k
4243487,8,41.0,M,3,194124.54,12,18,Test,1,0-10 years,41-60 years,0 - 200k
6356056,16,62.5,F,2,212722.06,2,8,Control,1,10-20 years,61-80 years,"200,001 - 400k"
6072009,14,58.0,F,2,50536.03999999999,2,8,Test,1,10-20 years,41-60 years,0 - 200k
1964866,5,21.0,U,2,43127.33,4,10,Test,1,0-10 years,21-40 years,0 - 200k
694381,9,52.5,U,2,35569.54,2,8,Test,1,0-10 years,41-60 years,0 - 200k
2973864,5,48.5,U,2,54209.96,0,6,Test,1,0-10 years,41-60 years,0 - 200k
9186168,27,59.5,M,2,57363.48,10,16,Test,1,20-30 years,41-60 years,0 - 200k
5506852,5,30.0,U,4,176412.19,12,18,Test,1,0-10 years,21-40 years,0 - 200k
5828878,5,21.5,U,2,44647.94,2,8,Test,1,0-10 years,21-40 years,0 - 200k
2920410,12,29.5,F,2,26524.8,2,8,Control,1,10-20 years,21-40 years,0 - 200k
3418277,11,71.5,M,2,101913.32,4,10,Test,1,10-20 years,61-80 years,0 - 200k
9235959,5,62.5,U,2,37416.83,0,6,Control,1,0-10 years,61-80 years,0 - 200k
7593771,14,74.0,F,2,40171.97,0,6,Test,1,10-20 years,61-80 years,0 - 200k
4567551,4,27.5,U,2,50086.03999999999,4,10,Test,1,0-10 years,21-40 years,0 - 200k
4671619,10,35.0,U,3,255898.23,12,18,Control,1,10-20 years,21-40 years,"200,001 - 400k"
6581703,15,67.0,M,2,45028.47,0,6,Control,1,10-20 years,61-80 years,0 - 200k
6824199,18,64.0,M,2,32094.379999999997,12,18,Control,1,10-20 years,61-80 years,0 - 200k
3504709,5,34.0,U,2,39705.52,4,10,Test,1,0-10 years,21-40 years,0 - 200k
7520214,11,51.0,U,2,39370.1,0,6,Test,1,10-20 years,41-60 years,0 - 200k
4502817,5,55.0,U,2,86150.94,2,8,Test,1,0-10 years,41-60 years,0 - 200k
4546484,9,27.0,F,4,358549.75,0,6,Test,1,0-10 years,21-40 years,"200,001 - 400k"
7096353,21,30.0,F,2,36549.869999999995,4,10,Control,1,20-30 years,21-40 years,0 - 200k
6783086,21,52.5,M,2,68114.42,6,12,Control,1,20-30 years,41-60 years,0 - 200k
5794104,19,42.5,M,3,70618.36,12,18,Control,1,10-20 years,41-60 years,0 - 200k
7512833,18,28.0,U,2,51970.78,4,10,Control,1,10-20 years,21-40 years,0 - 200k
7437418,5,65.0,M,2,264030.98,10,16,Control,1,0-10 years,61-80 years,"200,001 - 400k"
4296833,16,44.5,F,2,61674.78,12,18,Test,1,10-20 years,41-60 years,0 - 200k
2908142,7,57.0,U,2,582023.61,12,18,Control,1,0-10 years,41-60 years,"400,001 - 600k"
4194716,16,35.5,U,2,61763.31,4,10,Control,1,10-20 years,21-40 years,0 - 200k
4073518,11,36.5,M,2,35021.29,2,8,Test,1,10-20 years,21-40 years,0 - 200k
